analysis             sr                o         b         db               s            ds             s95obs   s95exp   robscons         rexpcons         
atlas_1604_01306     SR1               264.0     295.0     34.0             0.0339788    33.3950684133  49.0     63.0     0                0                
atlas_1605_09318     SR-Gbb-A          0.0       1.3       0.4              0.0          34.4385957548  2.9      3.9      0                0                
atlas_1609_01599     3lZ1b4j           7.0       11.0      2.8              0.0          33.3950640917  6.0      8.7      0                0                
atlas_1704_03848     SRI3              236.0     273.0     37.0             0.0          376.73754211   47.0     64.0     0                0                
atlas_1706_03731     Rpc2L0bH          3.0       2.4       1.0              0.0          376.73754211   5.6      5.1      0                0                
atlas_1708_07875     sr2-highmass      5.0       3.7       1.4              0.0          376.73754211   7.22     6.137    0                0                
atlas_1709_04183     SRB-T0            206.0     179.0     26.0             0.0          376.73754211   76.0     57.0     0                0                
atlas_1712_02332     6j-1200           250.0     249.0     30.0             0.0          376.73754211   62.0     64.0     0                0                
atlas_1712_08119     SRI-MLL-60        52.0      43.0      7.0              0.0          376.73754211   27.0     20.0     0                0                
atlas_1802_03158     SRaaSH            0.0       0.48      0.27613402543    0.0          376.73754211   2.97     2.9      0                0                
atlas_1803_02762     S-3l-WZ-1Ja       1.0       2.2       0.5              0.0          376.73754211   3.5      4.5      0                0                
atlas_1807_07447     MET2j             6771.0    6770.0    1800.0           307.5140225  89.8590919653  2712.0   2723.0   0.059050557403   0.0588120131021  
atlas_1908_03122     SRC26             4.0       3.7       0.9              0.0          1450.59491272  5.8      5.4      0                0                
atlas_1908_08215     SR-SF-0J-EXC100   53.0      56.0      6.0              0.0          1450.59491272  17.0     19.0     0                0                
atlas_1909_08457     Rpc3LSS1b         4.0       3.5       1.5              0.0          1450.59491272  6.5      5.9      0                0                
atlas_1911_06660     SRhighMass        0.05      0.065     0.0222036033112  1.475958     1450.59510044  2.928    2.927    0                0                
atlas_1911_12606     VBF-inc-40        82.0      74.0      10.0             0.0          1450.59491272  33.0     26.0     0                0                
atlas_2004_10894     Cat9              71.0      69.0      4.0              0.0          1450.59491272  21.0     19.0     0                0                
atlas_2004_14060     SRB-T0            292.0     276.0     24.0             0.0          1450.59491272  66.0     57.0     0                0                
atlas_2101_01629     2J_bveto_1300     84.0      73.0      12.0             0.737979     1450.59491272  38.0     29.0     0                0                
atlas_2103_11684     SR0-ZZtight       17.0      18.4      3.4              0.0          1450.59491272  10.4     11.1     0                0                
atlas_2106_09609     SR9               25.0      22.7      1.9              0.0          1450.59491272  13.0     11.5     0                0                
atlas_conf_2015_082  SRZ               21.0      10.3      2.3              0.0          33.3950640917  20.0     10.2     0                0                
atlas_conf_2016_013  1J_6j_3b-HM       215.0     184.0     56.0             0.0          33.3950640917  115.0    101.0    0                0                
atlas_conf_2016_050  bCbv              7.0       7.4       1.8              0.0          137.754827184  7.2      7.3      0                0                
atlas_conf_2016_054  GG6J_high_mass    3.0       3.8       1.2              0.0          154.45199733   5.0      5.6      0                0                
atlas_conf_2016_066  SRL               3.0       0.78      0.18             0.0          138.79785713   6.34     3.17     0                0                
atlas_conf_2016_076  SR_t_sf           5.0       4.7       2.0              0.0          138.79785713   6.3      6.1      0                0                
atlas_conf_2016_096  2LCSF             9.0       10.2      3.3              0.9885736    138.798090633  8.3      9.1      0                0                
atlas_conf_2017_060  IM2               144283.0  138000.0  3400.0           1567.606268  652.528873678  11687.0  7097.0   0.0425651506091  0.0700942532293  
atlas_conf_2018_041  SR-Gtt-1L-B       0.0       0.64      0.34             0.0          832.788924854  2.87     2.94     0                0                
atlas_conf_2019_020  SR-low            51.0      46.0      5.0              0.0          1450.59491272  21.0     18.0     0                0                
atlas_conf_2019_040  MB-SSd-4-2200-16  71.0      68.0      4.0              0.0          1450.59491272  21.0     19.0     0                0                
atlas_conf_2020_048  IM02              604691.0  596000.0  7000.0           4400.357853  2000.73551374  20140.0  13460.0  0.0555686003213  0.0831464792327  
